Type,company,Matching,dealCreateDate,meetingDate
Others,HARBOR SOLUTIONS PTY LTD,HARBOR SOLUTIONS PTY LTD,,
Others,Series Consulting Pty Ltd,Series Consulting Pty Ltd,,
Others,NEXTGEN oSpace Pty Ltd,NEXTGEN oSpace Pty Ltd,,
Others,FocusNet Services Pty Ltd,FocusNet Services Pty Ltd,,
Others,Jamnet Pty Limited,Jamnet Pty Limited,,
Others,KOBOT SYSTEMS PTY LTD,KOBOT SYSTEMS PTY LTD,,
Others,CYBERKNOWLEDGE PTY LTD,CYBERKNOWLEDGE PTY LTD,,
Others,S5 Technology Group Pty Ltd,S5 Technology Group Pty Ltd,,
Others,Digital Harbour Pty Ltd,Digital Harbour Pty Ltd,,
Others,Tech Help Direct Pty Ltd,Tech Help Direct Pty Ltd,,
Others,Vodafone Cook Islands,Vodafone Cook Islands,,
Others,WISECLICK PTY LTD,WISECLICK PTY LTD,,
Others,Kalibre Pty Ltd,Kalibre Pty Ltd,,
Others,INVOTEC PTY LTD,INVOTEC PTY LTD,,
Others,GRATEX INTERNATIONAL AUST PTY LTD,GRATEX INTERNATIONAL AUST PTY LTD,,
Others,Mobile Executive Pty Ltd,Mobile Executive Pty Ltd,,
Others,THUNDERLABS PTY LTD,THUNDERLABS PTY LTD,,
Others,GQI Consulting Pty Ltd,GQI Consulting Pty Ltd,,
Others,INTELLIHUB AUSTRALIA PTY LTD,INTELLIHUB AUSTRALIA PTY LTD,,
Others,ALL IT Australia Pty Ltd,ALL IT Australia Pty Ltd,,
Others,Switch I.T. Pty Limited,Switch I.T. Pty Limited,,
Others,The Trustee for The DSC-IT Unit Trust (t/as DSC-IT),The Trustee for The DSC-IT Unit Trust (t/as DSC-IT),,
Others,INFOCX PTY LTD,INFOCX PTY LTD,,
Others,F7 DIGITAL NETWORKS PTY LTD,F7 DIGITAL NETWORKS PTY LTD,,
Others,BG Unified Solutions Pty Ltd,BG Unified Solutions Pty Ltd,,
Others,DWS Group Pty Ltd,DWS Group Pty Ltd,,
Others,ICT Business Systems Pty Ltd,ICT Business Systems Pty Ltd,,
Others,MONITORING INTELLIGENCE SERVICES PTY LTD,MONITORING INTELLIGENCE SERVICES PTY LTD,,
Others,Pinpoint I.T. Australia Pty Ltd,Pinpoint I.T. Australia Pty Ltd,,
Others,AYTEK CONSULTING,AYTEK CONSULTING,,
Others,ASTRAL PTY LTD,ASTRAL PTY LTD,,
Others,Global It Pty Ltd,Global It Pty Ltd,,
Others,"Jap, Hengky Gunawan t/a Bowen Software Solut","Jap, Hengky Gunawan t/a Bowen Software Solut",,
Others,DELTA TECHNOLOGY & CONSULTING GROUP PTY LTD - T/as DTC Group,DELTA TECHNOLOGY & CONSULTING GROUP PTY LTD - T/as DTC Group,,
Others,NCS AU Pty Ltd,NCS AU Pty Ltd,,
Others,Streamline Partners Pty Ltd,Streamline Partners Pty Ltd,,
Others,SHAPE IT SOLUTIONS PTY LTD,SHAPE IT SOLUTIONS PTY LTD,,
Others,TECH SPECIALIST SUPPORT PTY LTD,TECH SPECIALIST SUPPORT PTY LTD,,
Others,FUJIFILM CODEBLUE AUSTRALIA PTY LTD,FUJIFILM CODEBLUE AUSTRALIA PTY LTD,,
Others,Blazeguard Pty Ltd,Blazeguard Pty Ltd,,
Others,OOPA PTY LTD,OOPA PTY LTD,,
Others,KLB Systems Pty Ltd,KLB Systems Pty Ltd,,
Others,AG Cyber Pty Ltd,AG Cyber Pty Ltd,,
Others,Canada Inc,Canada Inc,,
Others,Dell Australia Pty Limited,Dell Australia Pty Limited,,
Others,HTC Global Pty Ltd,HTC Global Pty Ltd,,
Others,Cloud Edge Pty Ltd,Cloud Edge Pty Ltd,,
Others,Globalnet Solutions Australia Pty Ltd,Globalnet Solutions Australia Pty Ltd,,
Others,Alchemy Security Consulting Pty Ltd.,Alchemy Security Consulting Pty Ltd.,,
Others,INNABLR PTY LTD,INNABLR PTY LTD,,
Others,Datcom Cloud Pty Ltd,Datcom Cloud Pty Ltd,,
Others,ECN Pty Ltd,ECN Pty Ltd,,
Others,AESIR TECHNOLOGY PTY LTD,AESIR TECHNOLOGY PTY LTD,,
Others,R1I Pty Ltd,R1I Pty Ltd,,
Others,Advanced Communications Riverina,Advanced Communications Riverina,,
Others,Aeris Networks Pty Ltd,Aeris Networks Pty Ltd,,
Others,CODUX PTY. LTD.,CODUX PTY. LTD.,,
Others,Elitetech Solutions,Elitetech Solutions,,
Others,Pinnacle IT Solutions Pty Ltd,Pinnacle IT Solutions Pty Ltd,,
Others,The Trustee for Junica Trust,The Trustee for Junica Trust,,
Others,AILEVATE PTY LTD,AILEVATE PTY LTD,,
Others,OCB IT PTY LTD t/a Office Choice Managed IT Services,OCB IT PTY LTD t/a Office Choice Managed IT Services,,
Others,Novigi Pty Ltd,Novigi Pty Ltd,,
Others,Bastion Technology Services,Bastion Technology Services,,
Others,Securetivity Pty Ltd,Securetivity Pty Ltd,,
Others,ACUTE PROFESSIONAL SERVICES PTY. LTD.,ACUTE PROFESSIONAL SERVICES PTY. LTD.,,
Others,TECHVANT.COM.AU PTY LTD,TECHVANT.COM.AU PTY LTD,,
Others,A1 Technologies Group Pty Ltd,A1 Technologies Group Pty Ltd,,
Others,Sentrian Pty Ltd,Sentrian Pty Ltd,,
Others,GET AI PTY LTD,GET AI PTY LTD,,
Others,INNOVATIVE DATA SOLUTIONS PTY LTD,INNOVATIVE DATA SOLUTIONS PTY LTD,,
Others,Sonivy Technology Limited,Sonivy Technology Limited,,
Others,Datec Australia Pty Ltd,Datec Australia Pty Ltd,,
Others,MYEMPIRE GROUP PTY LTD,MYEMPIRE GROUP PTY LTD,,
Others,ALTTAB PTY LTD,ALTTAB PTY LTD,,
Others,OPSWAT Inc.,OPSWAT Inc.,,
Others,Nexus IT,Nexus IT,,
Others,FITZROY IT PTY. LTD.,FITZROY IT PTY. LTD.,,
Others,ATNIS Pty Ltd,ATNIS Pty Ltd,,
Others,Independent Data Solutions Pty Ltd,Independent Data Solutions Pty Ltd,,
Others,Viasat Australia Pty Ltd,Viasat Australia Pty Ltd,,
Others,IMPLICIT OT PTY LTD,IMPLICIT OT PTY LTD,,
Others,Ricardo Rail Australia Pty Ltd,Ricardo Rail Australia Pty Ltd,,
Others,CRCYBER PTY LTD,CRCYBER PTY LTD,,
Others,DOVETALE SPORT PTY LTD,DOVETALE SPORT PTY LTD,,
Others,Cyber Capability Pty Ltd,Cyber Capability Pty Ltd,,
Others,Renew IT,Renew IT,,
Others,CNS Australia Pty Ltd,CNS Australia Pty Ltd,,
Others,Fabitech Solutions,Fabitech Solutions,,
Others,READII PTY LTD,READII PTY LTD,,
Others,RED OWL PTY LTD,RED OWL PTY LTD,,
Others,BENJAMIN MOSSE CONSULTING PTY. LTD.,BENJAMIN MOSSE CONSULTING PTY. LTD.,,
Others,Lahebo Pty Ltd,Lahebo Pty Ltd,,
